Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
CUST-3595,1586,2,1809.38,1,2,1,121,4,Lost
CUST-3596,364,2,2941.62,4,2,2,422,8,New Customers
CUST-3597,241,2,14651.19,4,2,4,424,10,New Customers
CUST-3598,22,2,19617.559999999998,5,2,4,524,11,New Customers
CUST-3599,35,3,48763.8,5,3,5,535,13,Loyal Customers
CUST-3600,1062,1,133.48,2,1,1,211,4,Lost
CUST-3601,325,4,28791.3,4,4,5,445,13,Champions
CUST-3602,1246,2,20349.9,2,2,4,224,8,Lost
CUST-3603,282,6,45125.32,4,5,5,455,14,Champions
CUST-3604,138,3,4731.51,5,3,2,532,10,Potential Loyalists
CUST-3605,934,2,15762.24,2,2,4,224,8,Lost
CUST-3606,1317,3,2350.34,2,3,1,231,6,At Risk
CUST-3607,723,3,2558.23,3,3,2,332,8,Potential Loyalists
CUST-3608,2528,1,3419.76,1,1,2,112,4,Lost
CUST-3609,655,2,9936.64,3,2,3,323,8,Potential Loyalists
CUST-3610,347,6,9174.26,4,5,3,453,12,Loyal Customers
CUST-3611,754,3,5291.44,3,3,2,332,8,Potential Loyalists
CUST-3612,50,3,24145.78,5,3,4,534,12,Loyal Customers
CUST-3613,1082,2,10750.26,2,2,3,223,7,Lost
CUST-3614,90,5,6035.15,5,5,2,552,12,Potential Loyalists
CUST-3616,15,3,32045.670000000002,5,3,5,535,13,Loyal Customers
CUST-3617,518,4,34897.5,3,4,5,345,12,Loyal Customers
CUST-3618,1762,2,4917.93,1,2,2,122,5,Lost
CUST-3619,758,3,2071.87,3,3,1,331,7,Potential Loyalists
CUST-3620,81,4,25051.53,5,4,4,544,13,Champions
CUST-3621,354,4,9341.16,4,4,3,443,11,Loyal Customers
CUST-3622,348,3,44057.73,4,3,5,435,12,Loyal Customers
CUST-3623,601,2,1169.26,3,2,1,321,6,Potential Loyalists
CUST-3624,1184,2,3150.0800000000004,2,2,2,222,6,Lost
CUST-3625,1332,3,37293.229999999996,2,3,5,235,10,At Risk
CUST-3626,1864,4,30603.29,1,4,5,145,10,At Risk
CUST-3627,2436,1,81.92,1,1,1,111,3,Lost
CUST-3629,431,4,6546.360000000001,4,4,3,443,11,Loyal Customers
CUST-3630,770,1,1596.35,3,1,1,311,5,Potential Loyalists
CUST-3631,304,2,323.53,4,2,1,421,7,New Customers
CUST-3632,364,3,49984.97,4,3,5,435,12,Loyal Customers
CUST-3633,6,1,3248.6400000000003,5,1,2,512,8,New Customers
CUST-3635,909,5,20345.41,2,5,4,254,11,At Risk
CUST-3636,1636,6,67485.48,1,5,5,155,11,At Risk
CUST-3637,129,5,19081.68,5,5,4,554,14,Champions
CUST-3638,307,2,1085.87,4,2,1,421,7,New Customers
CUST-3639,440,3,2636.5699999999997,4,3,2,432,9,Potential Loyalists
CUST-3640,1312,3,9383.689999999999,2,3,3,233,8,At Risk
CUST-3641,1456,2,25157.449999999997,1,2,4,124,7,Lost
CUST-3642,709,3,19622.85,3,3,4,334,10,Loyal Customers
CUST-3643,2012,2,722.01,1,2,1,121,4,Lost
CUST-3644,1045,3,17443.96,2,3,4,234,9,At Risk
CUST-3645,912,4,10339.050000000001,2,4,3,243,9,At Risk
CUST-3646,237,4,7391.610000000001,4,4,3,443,11,Loyal Customers
CUST-3647,650,3,3855.42,3,3,2,332,8,Potential Loyalists
CUST-3648,1376,1,3587.32,1,1,2,112,4,Lost
CUST-3649,467,2,21230.3,3,2,4,324,9,Potential Loyalists
CUST-3650,748,2,1883.2900000000002,3,2,1,321,6,Potential Loyalists
CUST-3651,452,3,3098.11,4,3,2,432,9,Potential Loyalists
CUST-3652,2321,1,1412.3000000000002,1,1,1,111,3,Lost
CUST-3653,11,1,1402.18,5,1,1,511,7,New Customers
CUST-3654,122,5,27558.16,5,5,5,555,15,Champions
CUST-3655,466,3,9356.91,3,3,3,333,9,Loyal Customers
CUST-3657,131,7,86069.73,5,5,5,555,15,Champions
CUST-3658,992,2,1567.6000000000001,2,2,1,221,5,Lost
CUST-3659,267,4,10993.650000000001,4,4,3,443,11,Loyal Customers
CUST-3660,2232,2,1777.72,1,2,1,121,4,Lost
CUST-3661,691,2,12584.15,3,2,3,323,8,Potential Loyalists
CUST-3662,428,5,7257.900000000001,4,5,3,453,12,Loyal Customers
CUST-3663,146,2,3370.62,5,2,2,522,9,New Customers
CUST-3664,1846,1,5360.32,1,1,2,112,4,Lost
CUST-3665,1550,2,11773.599999999999,1,2,3,123,6,Lost
CUST-3666,433,6,23235.54,4,5,4,454,13,Champions
CUST-3667,175,4,31645.55,5,4,5,545,14,Champions
CUST-3669,510,3,5810.72,3,3,2,332,8,Potential Loyalists
CUST-3670,302,5,21406.829999999998,4,5,4,454,13,Champions
CUST-3671,1919,2,5489.38,1,2,2,122,5,Lost
CUST-3674,655,8,82109.94,3,5,5,355,13,Loyal Customers
CUST-3675,500,4,21711.94,3,4,4,344,11,Loyal Customers
CUST-3676,456,3,3082.12,4,3,2,432,9,Potential Loyalists
CUST-3677,885,3,10054.099999999999,2,3,3,233,8,At Risk
CUST-3678,599,4,43110.12,3,4,5,345,12,Loyal Customers
CUST-3679,801,2,12377.52,3,2,3,323,8,Potential Loyalists
CUST-3680,1619,1,6193.32,1,1,3,113,5,Lost
CUST-3682,840,4,40130.42,2,4,5,245,11,At Risk
CUST-3683,320,6,39176.01,4,5,5,455,14,Champions
CUST-3685,102,3,4098.08,5,3,2,532,10,Potential Loyalists
CUST-3686,429,1,75.74000000000001,4,1,1,411,6,New Customers
CUST-3687,1807,1,2414.7,1,1,1,111,3,Lost
CUST-3688,659,5,6901.49,3,5,3,353,11,Loyal Customers
CUST-3689,1140,4,8290.15,2,4,3,243,9,At Risk
CUST-3690,381,4,8342.38,4,4,3,443,11,Loyal Customers
CUST-3691,1414,2,14523.270000000002,1,2,4,124,7,Lost
CUST-3692,1044,4,28143.680000000004,2,4,5,245,11,At Risk
CUST-3693,77,3,42351.06,5,3,5,535,13,Loyal Customers
CUST-3694,83,3,3938.3799999999997,5,3,2,532,10,Potential Loyalists
CUST-3695,607,5,13842.220000000001,3,5,4,354,12,Loyal Customers
CUST-3696,987,3,8547.800000000001,2,3,3,233,8,At Risk
CUST-3698,277,2,18291.5,4,2,4,424,10,New Customers
CUST-3699,1791,1,76.72,1,1,1,111,3,Lost
CUST-3700,509,3,14080.300000000001,3,3,4,334,10,Loyal Customers
CUST-3701,233,5,9691.349999999999,4,5,3,453,12,Loyal Customers
CUST-3702,25,4,3407.38,5,4,2,542,11,Potential Loyalists
CUST-3703,470,3,7540.5599999999995,3,3,3,333,9,Loyal Customers
CUST-3704,1546,1,1959.8999999999999,1,1,1,111,3,Lost
CUST-3705,25,6,26565.09,5,5,4,554,14,Champions
CUST-3706,573,3,5505.64,3,3,2,332,8,Potential Loyalists
CUST-3707,57,2,6926.78,5,2,3,523,10,New Customers
CUST-3709,799,1,17902.149999999998,3,1,4,314,8,Potential Loyalists
CUST-3710,72,3,1804.56,5,3,1,531,9,Potential Loyalists
CUST-3711,450,3,6879.31,4,3,3,433,10,Loyal Customers
CUST-3712,1533,1,583.94,1,1,1,111,3,Lost
CUST-3713,2157,1,1145.1599999999999,1,1,1,111,3,Lost
CUST-3714,277,2,30865.62,4,2,5,425,11,New Customers
CUST-3715,1591,3,32016.379999999997,1,3,5,135,9,At Risk
CUST-3716,456,3,28397.39,4,3,5,435,12,Loyal Customers
CUST-3717,2087,1,11692.2,1,1,3,113,5,Lost
CUST-3718,837,2,25142.66,2,2,4,224,8,Lost
CUST-3719,1230,3,6177.68,2,3,3,233,8,At Risk
CUST-3720,71,3,2658.46,5,3,2,532,10,Potential Loyalists
CUST-3721,316,3,24054.06,4,3,4,434,11,Loyal Customers
CUST-3722,56,3,18358.229999999996,5,3,4,534,12,Loyal Customers
CUST-3723,427,2,11709.41,4,2,3,423,9,New Customers
CUST-3724,47,3,11217.109999999999,5,3,3,533,11,Loyal Customers
CUST-3726,606,3,1558.62,3,3,1,331,7,Potential Loyalists
CUST-3727,608,1,15648.44,3,1,4,314,8,Potential Loyalists
CUST-3728,345,3,9613.89,4,3,3,433,10,Loyal Customers
CUST-3729,425,5,22212.72,4,5,4,454,13,Champions
CUST-3730,1879,2,930.51,1,2,1,121,4,Lost
CUST-3731,1147,4,40801.19,2,4,5,245,11,At Risk
CUST-3732,516,2,5404.77,3,2,2,322,7,Potential Loyalists
CUST-3733,60,5,39025.119999999995,5,5,5,555,15,Champions
CUST-3734,2162,1,10555.64,1,1,3,113,5,Lost
CUST-3735,2622,1,905.5,1,1,1,111,3,Lost
CUST-3736,769,5,36039.99,3,5,5,355,13,Loyal Customers
CUST-3737,1200,1,914.1599999999999,2,1,1,211,4,Lost
CUST-3738,2077,2,15266.169999999998,1,2,4,124,7,Lost
CUST-3739,654,4,4105.79,3,4,2,342,9,Potential Loyalists
CUST-3740,640,2,30841.859999999997,3,2,5,325,10,Potential Loyalists
CUST-3741,1201,4,11550.17,2,4,3,243,9,At Risk
CUST-3742,1068,2,1621.23,2,2,1,221,5,Lost
CUST-3743,1256,3,35986.44,2,3,5,235,10,At Risk
CUST-3744,815,4,31387.710000000003,2,4,5,245,11,At Risk
CUST-3745,176,3,26798.46,5,3,4,534,12,Loyal Customers
CUST-3746,1083,2,3573.7799999999997,2,2,2,222,6,Lost
CUST-3748,872,7,6819.42,2,5,3,253,10,At Risk
CUST-3749,1005,5,4842.709999999999,2,5,2,252,9,At Risk
CUST-3750,268,3,1926.15,4,3,1,431,8,Potential Loyalists
CUST-3752,2176,2,4548.81,1,2,2,122,5,Lost
CUST-3753,1650,2,846.52,1,2,1,121,4,Lost
CUST-3755,334,7,34435.5,4,5,5,455,14,Champions
CUST-3756,242,4,27768.53,4,4,5,445,13,Champions
CUST-3757,181,4,7772.9800000000005,5,4,3,543,12,Loyal Customers
CUST-3758,1382,1,474.75,1,1,1,111,3,Lost
CUST-3759,443,2,3868.67,4,2,2,422,8,New Customers
CUST-3760,348,2,4574.71,4,2,2,422,8,New Customers
CUST-3761,719,4,35616.740000000005,3,4,5,345,12,Loyal Customers
CUST-3762,883,3,15388.789999999999,2,3,4,234,9,At Risk
CUST-3763,147,6,7320.96,5,5,3,553,13,Loyal Customers
CUST-3764,864,4,8807.9,2,4,3,243,9,At Risk
CUST-3765,864,3,42620.479999999996,2,3,5,235,10,At Risk
CUST-3766,1405,4,8159.18,1,4,3,143,8,At Risk
CUST-3767,2641,1,3611.7000000000003,1,1,2,112,4,Lost
CUST-3769,248,2,3060.5700000000006,4,2,2,422,8,New Customers
CUST-3770,171,8,77458.34,5,5,5,555,15,Champions
CUST-3771,1032,3,3823.77,2,3,2,232,7,At Risk
CUST-3772,1299,3,32447.94,2,3,5,235,10,At Risk
CUST-3773,2109,3,4231.64,1,3,2,132,6,At Risk
CUST-3774,1974,3,6691.34,1,3,3,133,7,At Risk
CUST-3775,268,4,24171.85,4,4,4,444,12,Champions
CUST-3776,1234,2,3321.12,2,2,2,222,6,Lost
CUST-3777,266,6,46312.78,4,5,5,455,14,Champions
CUST-3778,429,2,30399.199999999997,4,2,5,425,11,New Customers
CUST-3779,2277,1,19915.2,1,1,4,114,6,Lost
CUST-3780,81,3,6990.06,5,3,3,533,11,Loyal Customers
CUST-3781,2231,2,1606.1999999999998,1,2,1,121,4,Lost
CUST-3782,739,3,10227.94,3,3,3,333,9,Loyal Customers
CUST-3783,347,6,19894.699999999997,4,5,4,454,13,Champions
CUST-3784,1030,2,3903.79,2,2,2,222,6,Lost
CUST-3785,122,4,19434.31,5,4,4,544,13,Champions
CUST-3786,1305,1,993.5900000000001,2,1,1,211,4,Lost
CUST-3787,31,2,7293.969999999999,5,2,3,523,10,New Customers
CUST-3788,394,3,19255.38,4,3,4,434,11,Loyal Customers
CUST-3789,792,2,6275.799999999999,3,2,3,323,8,Potential Loyalists
CUST-3790,845,2,1623.62,2,2,1,221,5,Lost
CUST-3791,260,2,2756.1099999999997,4,2,2,422,8,New Customers
CUST-3792,708,3,48539.82000000001,3,3,5,335,11,Loyal Customers
CUST-3793,664,4,12821.85,3,4,3,343,10,Loyal Customers
CUST-3794,1804,3,5204.5599999999995,1,3,2,132,6,At Risk
CUST-3795,738,2,13627.8,3,2,4,324,9,Potential Loyalists
CUST-3796,855,4,4856.29,2,4,2,242,8,At Risk
CUST-3797,92,3,24761.16,5,3,4,534,12,Loyal Customers
CUST-3798,189,1,1169.94,5,1,1,511,7,New Customers
CUST-3799,473,4,4827.62,3,4,2,342,9,Potential Loyalists
CUST-3800,1620,1,13752.6,1,1,4,114,6,Lost
CUST-3802,1587,2,42587.24,1,2,5,125,8,Lost
CUST-3803,233,3,5062.66,4,3,2,432,9,Potential Loyalists
CUST-3804,46,2,7612.29,5,2,3,523,10,New Customers
CUST-3805,1132,3,5121.780000000001,2,3,2,232,7,At Risk
CUST-3806,2416,1,101.43,1,1,1,111,3,Lost
CUST-3807,168,1,2173.04,5,1,1,511,7,New Customers
CUST-3808,900,2,1903.57,2,2,1,221,5,Lost
CUST-3809,128,4,11750.88,5,4,3,543,12,Loyal Customers
CUST-3811,857,4,25128.000000000004,2,4,4,244,10,At Risk
CUST-3812,87,2,1368.06,5,2,1,521,8,New Customers
CUST-3813,81,3,1749.3600000000001,5,3,1,531,9,Potential Loyalists
CUST-3814,244,3,33521.020000000004,4,3,5,435,12,Loyal Customers
CUST-3815,328,7,38344.72,4,5,5,455,14,Champions
CUST-3816,174,3,4507.04,5,3,2,532,10,Potential Loyalists
CUST-3817,364,4,28840.120000000003,4,4,5,445,13,Champions
CUST-3818,207,4,2970.9900000000002,4,4,2,442,10,Potential Loyalists
CUST-3819,889,2,31521.66,2,2,5,225,9,Lost
CUST-3820,288,3,27325.1,4,3,4,434,11,Loyal Customers
CUST-3821,662,2,5888.96,3,2,2,322,7,Potential Loyalists
CUST-3822,65,3,26604.149999999998,5,3,4,534,12,Loyal Customers
CUST-3823,898,4,4330.0199999999995,2,4,2,242,8,At Risk
CUST-3824,890,3,5044.959999999999,2,3,2,232,7,At Risk
CUST-3825,37,4,6258.83,5,4,3,543,12,Loyal Customers
CUST-3826,108,3,32906.86,5,3,5,535,13,Loyal Customers
CUST-3827,1064,3,31024.31,2,3,5,235,10,At Risk
CUST-3828,1075,3,17136.47,2,3,4,234,9,At Risk
CUST-3829,1301,1,139.96,2,1,1,211,4,Lost
CUST-3830,36,6,11991.640000000001,5,5,3,553,13,Loyal Customers
CUST-3831,634,4,98861.78,3,4,5,345,12,Loyal Customers
CUST-3832,204,3,6015.400000000001,5,3,2,532,10,Potential Loyalists
CUST-3833,1828,2,13458.300000000001,1,2,4,124,7,Lost
CUST-3834,1363,1,2195.76,1,1,1,111,3,Lost
CUST-3835,425,3,49774.31,4,3,5,435,12,Loyal Customers
CUST-3836,1939,2,6252.879999999999,1,2,3,123,6,Lost
CUST-3837,431,1,3776.21,4,1,2,412,7,New Customers
CUST-3838,292,4,7899.0,4,4,3,443,11,Loyal Customers
CUST-3839,278,3,44567.009999999995,4,3,5,435,12,Loyal Customers
CUST-3840,1183,1,912.56,2,1,1,211,4,Lost
CUST-3841,738,8,17943.17,3,5,4,354,12,Loyal Customers
CUST-3842,20,7,38366.590000000004,5,5,5,555,15,Champions
CUST-3843,680,4,4686.36,3,4,2,342,9,Potential Loyalists
CUST-3844,961,1,259.7,2,1,1,211,4,Lost
CUST-3845,617,5,6557.92,3,5,3,353,11,Loyal Customers
CUST-3846,1477,2,7959.780000000001,1,2,3,123,6,Lost
CUST-3847,370,2,4456.16,4,2,2,422,8,New Customers
CUST-3848,963,1,1956.9,2,1,1,211,4,Lost
CUST-3849,1028,2,462.25,2,2,1,221,5,Lost
CUST-3850,709,3,3683.46,3,3,2,332,8,Potential Loyalists
CUST-3851,196,4,40296.990000000005,5,4,5,545,14,Champions
CUST-3852,225,2,33979.25,4,2,5,425,11,New Customers
CUST-3853,659,5,6589.099999999999,3,5,3,353,11,Loyal Customers
CUST-3854,381,6,30506.62,4,5,5,455,14,Champions
CUST-3855,580,4,6018.49,3,4,2,342,9,Potential Loyalists
CUST-3856,1314,2,13884.779999999999,2,2,4,224,8,Lost
CUST-3857,190,4,48955.439999999995,5,4,5,545,14,Champions
CUST-3858,412,2,858.9199999999998,4,2,1,421,7,New Customers
CUST-3859,2333,1,7011.65,1,1,3,113,5,Lost
CUST-3860,1025,1,136.79999999999998,2,1,1,211,4,Lost
CUST-3861,412,3,14987.76,4,3,4,434,11,Loyal Customers
CUST-3862,794,3,4879.360000000001,3,3,2,332,8,Potential Loyalists
CUST-3863,828,3,10455.39,2,3,3,233,8,At Risk
CUST-3864,693,3,24360.61,3,3,4,334,10,Loyal Customers
CUST-3865,1053,1,18138.300000000003,2,1,4,214,7,Lost
CUST-3866,838,1,5181.58,2,1,2,212,5,Lost
CUST-3867,622,2,19401.39,3,2,4,324,9,Potential Loyalists
CUST-3868,585,7,52679.9,3,5,5,355,13,Loyal Customers
CUST-3870,1324,4,3174.73,2,4,2,242,8,At Risk
CUST-3871,22,3,35906.38,5,3,5,535,13,Loyal Customers
CUST-3872,800,4,26603.66,3,4,4,344,11,Loyal Customers
CUST-3873,495,2,16711.15,3,2,4,324,9,Potential Loyalists
CUST-3874,588,3,7437.1,3,3,3,333,9,Loyal Customers
CUST-3875,314,3,44078.22,4,3,5,435,12,Loyal Customers
CUST-3876,1177,2,7667.530000000001,2,2,3,223,7,Lost
CUST-3877,107,7,30041.899999999998,5,5,5,555,15,Champions
CUST-3878,1847,2,4184.28,1,2,2,122,5,Lost
CUST-3879,1218,3,6381.8099999999995,2,3,3,233,8,At Risk
CUST-3880,998,4,21212.780000000002,2,4,4,244,10,At Risk
CUST-3881,1181,2,26583.74,2,2,4,224,8,Lost
CUST-3882,370,4,5058.349999999999,4,4,2,442,10,Potential Loyalists
CUST-3883,1140,3,16281.789999999999,2,3,4,234,9,At Risk
CUST-3884,390,6,48477.9,4,5,5,455,14,Champions
CUST-3885,113,1,944.16,5,1,1,511,7,New Customers
CUST-3886,370,4,24365.11,4,4,4,444,12,Champions
CUST-3887,299,2,833.5,4,2,1,421,7,New Customers
CUST-3888,984,4,37608.97,2,4,5,245,11,At Risk
CUST-3889,1957,1,22775.8,1,1,4,114,6,Lost
CUST-3890,775,1,20804.16,3,1,4,314,8,Potential Loyalists
CUST-3891,1102,3,19270.18,2,3,4,234,9,At Risk
CUST-3892,883,2,4980.4800000000005,2,2,2,222,6,Lost
CUST-3893,303,2,3211.87,4,2,2,422,8,New Customers
CUST-3894,2041,1,530.25,1,1,1,111,3,Lost
CUST-3896,232,3,5738.4,4,3,2,432,9,Potential Loyalists
CUST-3897,187,2,1986.64,5,2,1,521,8,New Customers
CUST-3898,376,3,1742.9299999999998,4,3,1,431,8,Potential Loyalists
CUST-3899,1047,2,1561.53,2,2,1,221,5,Lost
CUST-3900,520,2,8634.67,3,2,3,323,8,Potential Loyalists
CUST-3901,561,3,8839.65,3,3,3,333,9,Loyal Customers
CUST-3902,1762,3,50424.69,1,3,5,135,9,At Risk
CUST-3903,418,2,1845.3500000000001,4,2,1,421,7,New Customers
CUST-3904,326,2,36317.35,4,2,5,425,11,New Customers
CUST-3905,172,4,7946.98,5,4,3,543,12,Loyal Customers
CUST-3906,807,3,27866.940000000002,3,3,5,335,11,Loyal Customers
CUST-3907,810,4,35836.380000000005,2,4,5,245,11,At Risk
CUST-3909,53,3,3461.91,5,3,2,532,10,Potential Loyalists
CUST-3910,393,3,3253.82,4,3,2,432,9,Potential Loyalists
CUST-3911,444,5,28510.23,4,5,5,455,14,Champions
CUST-3912,354,5,30310.1,4,5,5,455,14,Champions
CUST-3914,2059,1,137.17000000000002,1,1,1,111,3,Lost
CUST-3915,893,3,2118.95,2,3,1,231,6,At Risk
CUST-3916,640,3,2915.8900000000003,3,3,2,332,8,Potential Loyalists
CUST-3917,1995,2,17056.5,1,2,4,124,7,Lost
CUST-3918,108,7,43825.9,5,5,5,555,15,Champions
CUST-3920,2004,2,30722.21,1,2,5,125,8,Lost
CUST-3921,1601,1,1060.28,1,1,1,111,3,Lost
CUST-3922,780,2,3722.34,3,2,2,322,7,Potential Loyalists
CUST-3923,179,2,2774.34,5,2,2,522,9,New Customers
CUST-3924,659,2,29637.5,3,2,5,325,10,Potential Loyalists
CUST-3925,963,2,20048.16,2,2,4,224,8,Lost
CUST-3926,569,3,11003.640000000001,3,3,3,333,9,Loyal Customers
CUST-3927,498,4,39605.49999999999,3,4,5,345,12,Loyal Customers
CUST-3928,2595,1,516.6,1,1,1,111,3,Lost
CUST-3929,477,3,16731.260000000002,3,3,4,334,10,Loyal Customers
CUST-3930,8,5,16078.810000000001,5,5,4,554,14,Champions
CUST-3931,129,3,4044.3199999999997,5,3,2,532,10,Potential Loyalists
CUST-3932,448,3,4464.65,4,3,2,432,9,Potential Loyalists
CUST-3933,435,1,21911.100000000002,4,1,4,414,9,New Customers
CUST-3934,173,1,2067.0,5,1,1,511,7,New Customers
CUST-3936,12,3,16310.449999999999,5,3,4,534,12,Loyal Customers
CUST-3938,117,2,1604.6100000000001,5,2,1,521,8,New Customers
CUST-3939,23,6,53437.81,5,5,5,555,15,Champions
CUST-3940,102,5,28894.34,5,5,5,555,15,Champions
CUST-3941,574,2,32453.620000000003,3,2,5,325,10,Potential Loyalists
CUST-3942,23,2,12514.18,5,2,3,523,10,New Customers
CUST-3943,375,2,30306.18,4,2,5,425,11,New Customers
CUST-3944,1191,3,14511.36,2,3,4,234,9,At Risk
CUST-3945,1592,2,10729.55,1,2,3,123,6,Lost
CUST-3946,139,4,19418.44,5,4,4,544,13,Champions
CUST-3947,1532,2,29693.840000000004,1,2,5,125,8,Lost
CUST-3948,1077,2,2977.92,2,2,2,222,6,Lost
CUST-3949,107,4,4319.82,5,4,2,542,11,Potential Loyalists
CUST-3950,657,2,12355.109999999999,3,2,3,323,8,Potential Loyalists
CUST-3951,270,5,39838.22,4,5,5,455,14,Champions
CUST-3952,469,4,18857.589999999997,3,4,4,344,11,Loyal Customers
CUST-3953,1357,1,1893.3799999999999,1,1,1,111,3,Lost
CUST-3954,595,1,83.18,3,1,1,311,5,Potential Loyalists
CUST-3955,1429,1,459.9,1,1,1,111,3,Lost
CUST-3956,586,2,14339.1,3,2,4,324,9,Potential Loyalists
CUST-3957,622,3,5922.219999999999,3,3,2,332,8,Potential Loyalists
CUST-3958,1928,1,2891.93,1,1,2,112,4,Lost
CUST-3959,2372,1,43238.8,1,1,5,115,7,Lost
CUST-3960,199,5,12195.269999999999,5,5,3,553,13,Loyal Customers
CUST-3961,1287,2,1860.45,2,2,1,221,5,Lost
CUST-3962,514,3,76214.88,3,3,5,335,11,Loyal Customers
CUST-3963,1678,5,5480.57,1,5,2,152,8,At Risk
CUST-3964,1567,3,8424.27,1,3,3,133,7,At Risk
CUST-3965,108,5,12598.5,5,5,3,553,13,Loyal Customers
CUST-3967,1475,3,3395.56,1,3,2,132,6,At Risk
CUST-3968,1743,1,1278.2,1,1,1,111,3,Lost
CUST-3970,1355,3,9190.18,1,3,3,133,7,At Risk
CUST-3971,1178,4,6369.63,2,4,3,243,9,At Risk
CUST-3972,1001,2,1463.5300000000002,2,2,1,221,5,Lost
CUST-3973,692,2,23832.09,3,2,4,324,9,Potential Loyalists
CUST-3974,303,7,28324.02,4,5,5,455,14,Champions
CUST-3975,638,3,1786.1599999999999,3,3,1,331,7,Potential Loyalists
CUST-3976,28,4,7544.06,5,4,3,543,12,Loyal Customers
CUST-3977,132,1,7524.099999999999,5,1,3,513,9,New Customers
CUST-3978,962,2,16970.79,2,2,4,224,8,Lost
CUST-3979,518,4,3208.2,3,4,2,342,9,Potential Loyalists
CUST-3980,805,2,283.15,3,2,1,321,6,Potential Loyalists
CUST-3981,95,6,26262.65,5,5,4,554,14,Champions
CUST-3982,176,2,28753.38,5,2,5,525,12,New Customers
CUST-3983,372,4,21297.95,4,4,4,444,12,Champions
CUST-3984,120,4,7854.950000000001,5,4,3,543,12,Loyal Customers
CUST-3985,2197,1,19599.76,1,1,4,114,6,Lost
CUST-3986,175,3,22866.62,5,3,4,534,12,Loyal Customers
CUST-3987,1691,3,14380.18,1,3,4,134,8,At Risk
CUST-3988,2261,2,1277.7599999999998,1,2,1,121,4,Lost
CUST-3989,1234,6,31136.14,2,5,5,255,12,At Risk
CUST-3991,60,5,15687.42,5,5,4,554,14,Champions
CUST-3992,191,5,11335.57,5,5,3,553,13,Loyal Customers
CUST-3993,951,4,29587.51,2,4,5,245,11,At Risk
CUST-3994,968,3,3249.6000000000004,2,3,2,232,7,At Risk
CUST-3995,1415,4,7406.42,1,4,3,143,8,At Risk
CUST-3997,608,7,62611.75,3,5,5,355,13,Loyal Customers
CUST-3998,21,4,3395.1400000000003,5,4,2,542,11,Potential Loyalists
CUST-3999,48,1,310.94,5,1,1,511,7,New Customers
CUST-4000,1180,2,294.48,2,2,1,221,5,Lost
CUST-4001,2474,1,2557.28,1,1,2,112,4,Lost
CUST-4002,197,5,39515.15,5,5,5,555,15,Champions
CUST-4003,1335,1,454.62,2,1,1,211,4,Lost
CUST-4004,1497,2,881.02,1,2,1,121,4,Lost
CUST-4005,287,5,10150.34,4,5,3,453,12,Loyal Customers
CUST-4006,202,6,52521.84,5,5,5,555,15,Champions
CUST-4007,295,2,5305.2,4,2,2,422,8,New Customers
CUST-4008,315,4,20766.44,4,4,4,444,12,Champions
CUST-4009,994,1,4211.04,2,1,2,212,5,Lost
CUST-4010,565,2,4010.38,3,2,2,322,7,Potential Loyalists
CUST-4011,1071,5,9519.98,2,5,3,253,10,At Risk
CUST-4013,673,4,4690.89,3,4,2,342,9,Potential Loyalists
CUST-4014,697,5,25864.81,3,5,4,354,12,Loyal Customers
CUST-4015,1729,3,42070.0,1,3,5,135,9,At Risk
CUST-4016,322,3,3120.7200000000003,4,3,2,432,9,Potential Loyalists
CUST-4018,357,1,25164.24,4,1,4,414,9,New Customers
CUST-4019,1471,1,6399.5199999999995,1,1,3,113,5,Lost
CUST-4020,1612,3,38190.35,1,3,5,135,9,At Risk
CUST-4021,1249,1,3600.22,2,1,2,212,5,Lost
CUST-4022,758,4,7959.32,3,4,3,343,10,Loyal Customers
CUST-4023,102,2,7473.040000000001,5,2,3,523,10,New Customers
CUST-4024,588,5,9802.67,3,5,3,353,11,Loyal Customers
CUST-4025,681,5,10850.98,3,5,3,353,11,Loyal Customers
CUST-4026,1662,1,6946.44,1,1,3,113,5,Lost
CUST-4028,442,6,67731.0,4,5,5,455,14,Champions
CUST-4029,445,6,44445.09,4,5,5,455,14,Champions
CUST-4030,806,4,23560.53,3,4,4,344,11,Loyal Customers
CUST-4031,348,4,36677.0,4,4,5,445,13,Champions
CUST-4032,932,5,28341.27,2,5,5,255,12,At Risk
CUST-4033,149,6,6158.25,5,5,2,552,12,Potential Loyalists
CUST-4034,262,4,33084.07,4,4,5,445,13,Champions
CUST-4035,682,1,6503.12,3,1,3,313,7,Potential Loyalists
CUST-4036,536,3,4361.68,3,3,2,332,8,Potential Loyalists
CUST-4037,859,2,1821.54,2,2,1,221,5,Lost
CUST-4039,1935,1,3012.66,1,1,2,112,4,Lost
CUST-4040,673,5,62638.450000000004,3,5,5,355,13,Loyal Customers
CUST-4041,1339,4,15582.05,2,4,4,244,10,At Risk
CUST-4043,392,5,25047.61,4,5,4,454,13,Champions
CUST-4044,255,7,108067.09,4,5,5,455,14,Champions
CUST-4045,121,5,41207.44000000001,5,5,5,555,15,Champions
CUST-4046,350,4,3875.29,4,4,2,442,10,Potential Loyalists
CUST-4047,2139,1,10109.470000000001,1,1,3,113,5,Lost
CUST-4048,1514,1,1201.2,1,1,1,111,3,Lost
